feature,original_value,counterfactual_value,original_prediction,counterfactual_prediction,pct_change_in_prediction,abs_feature_shift
roll_mean_7,43.857142857142854,16.714761904761907,59.48122024536133,37.100650787353516,-37.626277923583984,27.142380952380947
lag_1,58.0,18.79474999999995,59.48122024536133,40.622901916503906,-31.70465850830078,39.20525000000005
lag_7,63.0,0.8208000000000001,59.48122024536133,109.01660919189453,83.27903747558594,62.1792
